MS3_id	ipro_id	ipro_descr
MS3_08530	IPR001179	FKBP-type peptidyl-prolyl cis-trans isomerase domain
MS3_08531	IPR029054	dUTPase-like
MS3_08532	IPR020683	Ankyrin repeat-containing domain
MS3_08533	IPR001806	Small GTPase superfamily
MS3_08535	IPR001752	Kinesin motor domain
MS3_08536	IPR010736	Sperm-tail PG-rich repeat
MS3_08538	IPR003121	SWIB/MDM2 domain
MS3_08539	IPR007504	H/ACA ribonucleoprotein complex, subunit Gar1/Naf1
MS3_08540	IPR008477	Protein of unknown function DUF758
MS3_08543	IPR007482	Protein-tyrosine phosphatase-like, PTPLA
MS3_08545	IPR007264	H/ACA ribonucleoprotein complex, subunit Nop10
MS3_08547	IPR003316	E2F/DP family, winged-helix DNA-binding domain
MS3_08547	IPR032198	E2F transcription factor, CC-MB domain
MS3_08548	IPR012923	Chromosome segregation in meiosis protein 3
MS3_08550	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain
MS3_08551	IPR001715	Calponin homology domain
MS3_08551	IPR002017	Spectrin repeat
MS3_08553	IPR002126	Cadherin
MS3_08556	IPR000555	JAB1/MPN/MOV34 metalloenzyme domain
MS3_08559	IPR000467	G-patch domain
MS3_08560	IPR002716	PIN domain
MS3_08560	IPR018834	DNA/RNA-binding domain, Est1-type
MS3_08560	IPR019458	Telomerase activating protein Est1
MS3_08561	IPR021900	Protein of unknown function DUF3512
MS3_08564	IPR019427	7TM GPCR, serpentine receptor class w (Srw)
MS3_08565	IPR006222	Glycine cleavage T-protein-like, N-terminal
MS3_08566	IPR001300	Peptidase C2, calpain, catalytic domain
MS3_08566	IPR002048	EF-hand domain
MS3_08566	IPR022682	Peptidase C2, calpain, large subunit, domain III
MS3_08569	IPR001372	Dynein light chain, type 1/2
MS3_08570	IPR000159	Ras-associating (RA) domain
MS3_08570	IPR000756	Diacylglycerol kinase, accessory domain
MS3_08570	IPR001206	Diacylglycerol kinase, catalytic domain
MS3_08570	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain
MS3_08571	IPR032763	Resistance to inhibitors of cholinesterase protein 3, N-terminal
MS3_08572	IPR001372	Dynein light chain, type 1/2
MS3_08574	IPR006838	FAR-17a/AIG1-like protein
MS3_08576	IPR005343	Nucleolar complex protein 2
MS3_08577	IPR010736	Sperm-tail PG-rich repeat
MS3_08579	IPR028089	Domain of unknown function DUF4455
MS3_08580	IPR027914	Domain of unknown function DUF4456
MS3_08581	IPR028089	Domain of unknown function DUF4455
MS3_08584	IPR005373	Uncharacterised protein family UPF0183
MS3_08585	IPR004344	Tubulin-tyrosine ligase/Tubulin polyglutamylase
MS3_08586	IPR005378	Vacuolar protein sorting-associated protein 35
MS3_08593	IPR001680	WD40 repeat
MS3_08595	IPR001806	Small GTPase superfamily
MS3_08596	IPR000719	Protein kinase domain
MS3_08599	IPR031981	Mitochondria-eating protein, C-terminal domain
MS3_08600	IPR001568	Ribonuclease T2-like
MS3_08601	IPR001568	Ribonuclease T2-like
MS3_08602	IPR001568	Ribonuclease T2-like
MS3_08605	IPR001766	Fork head domain
MS3_08606	IPR006461	PLAC8 motif-containing protein
MS3_08607	IPR001594	Palmitoyltransferase, DHHC domain
MS3_08612	IPR000219	Dbl homology (DH) domain
MS3_08613	IPR000719	Protein kinase domain
MS3_08615	IPR000719	Protein kinase domain
MS3_08616	IPR001180	Citron homology (CNH) domain
MS3_08618	IPR023798	Ribosomal protein S7 domain
MS3_08618	IPR023801	Histone deacetylase domain
MS3_08620	IPR000198	Rho GTPase-activating protein domain
MS3_08620	IPR001251	CRAL-TRIO lipid binding domain
MS3_08621	IPR019404	Mediator complex, subunit Med11
MS3_08633	IPR007884	DREV methyltransferase
MS3_08634	IPR013657	UAA transporter
MS3_08635	IPR007062	Protein phosphatase inhibitor 2 (IPP-2)
MS3_08636	IPR002048	EF-hand domain
MS3_08637	IPR000504	RNA recognition motif domain
MS3_08638	IPR000504	RNA recognition motif domain
MS3_08639	IPR004088	K Homology domain, type 1
MS3_08642	IPR006077	Vinculin/alpha-catenin
MS3_08644	IPR006077	Vinculin/alpha-catenin
MS3_08647	IPR019401	Zinc finger, CHCC-type
MS3_08649	IPR019410	Lysine methyltransferase
MS3_08651	IPR001609	Myosin head, motor domain
MS3_08654	IPR000330	SNF2-related, N-terminal domain
MS3_08654	IPR001650	Helicase, C-terminal
MS3_08654	IPR009462	Domain of unknown function DUF1086
MS3_08654	IPR009463	Domain of unknown function DUF1087
MS3_08654	IPR012957	CHD, C-terminal 2
MS3_08654	IPR012958	CHD, N-terminal
MS3_08654	IPR019787	Zinc finger, PHD-finger
MS3_08654	IPR023780	Chromo domain
MS3_08655	IPR001781	Zinc finger, LIM-type
MS3_08656	IPR002554	Protein phosphatase 2A, regulatory B subunit, B56
MS3_08659	IPR000719	Protein kinase domain
MS3_08660	IPR007034	Ribosome biogenesis protein BMS1/TSR1, C-terminal
MS3_08662	IPR004971	mRNA (guanine-N(7))-methyltransferase domain
MS3_08663	IPR000719	Protein kinase domain
MS3_08665	IPR001611	Leucine-rich repeat
MS3_08666	IPR001440	Tetratricopeptide repeat 1
MS3_08666	IPR001623	DnaJ domain
MS3_08666	IPR013105	Tetratricopeptide repeat 2
MS3_08670	IPR006133	DNA-directed DNA polymerase, family B, exonuclease domain
MS3_08670	IPR006134	DNA-directed DNA polymerase, family B, multifunctional domain
MS3_08670	IPR015088	Zinc finger, DNA-directed DNA polymerase, family B, alpha
MS3_08670	IPR024647	DNA polymerase alpha catalytic subunit, N-terminal domain
MS3_08671	IPR001247	Exoribonuclease, phosphorolytic domain 1
MS3_08672	IPR015877	Cdk-activating kinase assembly factor MAT1, centre
MS3_08673	IPR030382	SAM-dependent methyltransferase TRM5/TYW2-type
MS3_08674	IPR000327	POU-specific domain
MS3_08674	IPR001356	Homeobox domain
MS3_08677	IPR001623	DnaJ domain
MS3_08678	IPR001173	Glycosyltransferase 2-like
MS3_08679	IPR008493	Domain of unknown function DUF775
MS3_08680	IPR001623	DnaJ domain
MS3_08680	IPR003382	Flavoprotein
MS3_08681	IPR000276	G protein-coupled receptor, rhodopsin-like
MS3_08683	IPR003029	S1 domain
MS3_08683	IPR032639	Tex protein, YqgF-like domain
MS3_08684	IPR002591	Type I phosphodiesterase/nucleotide pyrophosphatase/phosphate transferase
MS3_08687	IPR032735	Protein broad-minded
MS3_08689	IPR013154	Alcohol dehydrogenase, N-terminal
MS3_08691	IPR003377	Cornichon
MS3_08692	IPR001680	WD40 repeat
MS3_08692	IPR013915	Pre-mRNA-splicing factor 19
MS3_08693	IPR001766	Fork head domain
MS3_08696	IPR000357	HEAT repeat
MS3_08701	IPR019395	Transmembrane protein 161A/B
MS3_08703	IPR011701	Major facilitator superfamily
MS3_08705	IPR005135	Endonuclease/exonuclease/phosphatase
MS3_08706	IPR000679	Zinc finger, GATA-type
MS3_08707	IPR001806	Small GTPase superfamily
MS3_08708	IPR026094	G protein pathway suppressor 2
MS3_08709	IPR013979	Translation initiation factor, beta propellor-like domain
MS3_08710	IPR013099	Potassium channel domain
MS3_08711	IPR000719	Protein kinase domain
MS3_08714	IPR006073	GTP binding domain
MS3_08714	IPR006169	GTP1/OBG domain
MS3_08715	IPR000719	Protein kinase domain
MS3_08717	IPR009346	GRIM-19
MS3_08719	IPR013680	Voltage-dependent calcium channel, alpha-2/delta subunit, conserved region
MS3_08723	IPR018502	Annexin repeat
MS3_08724	IPR018502	Annexin repeat
MS3_08724	IPR026876	Fn3 associated repeat
MS3_08725	IPR018502	Annexin repeat
MS3_08726	IPR001865	Ribosomal protein S2
MS3_08728	IPR018482	Zinc finger, C4H2-type
MS3_08731	IPR007502	Helicase-associated domain
MS3_08732	IPR007149	Leo1-like protein
MS3_08736	IPR001863	Glypican
MS3_08737	IPR000867	Insulin-like growth factor-binding protein, IGFBP
MS3_08741	IPR000352	Peptide chain release factor class I/class II
MS3_08743	IPR000195	Rab-GTPase-TBC domain
MS3_08746	IPR004031	PMP-22/EMP/MP20/Claudin superfamily
MS3_08747	IPR000407	Nucleoside phosphatase GDA1/CD39
MS3_08749	IPR006148	Glucosamine/galactosamine-6-phosphate isomerase
MS3_08750	IPR001680	WD40 repeat
MS3_08752	IPR001452	SH3 domain
MS3_08752	IPR001680	WD40 repeat
MS3_08753	IPR004853	Sugar phosphate transporter domain
MS3_08755	IPR000504	RNA recognition motif domain
MS3_08757	IPR004827	Basic-leucine zipper domain
MS3_08757	IPR005643	Jun-like transcription factor
MS3_08762	IPR001680	WD40 repeat
MS3_08765	IPR001148	Alpha carbonic anhydrase
MS3_08769	IPR019358	NEMP family
MS3_08772	IPR000697	WH1/EVH1 domain
MS3_08773	IPR001247	Exoribonuclease, phosphorolytic domain 1
MS3_08774	IPR010760	DNA repair protein, Swi5
MS3_08774	IPR024610	Inhibitor of growth protein, N-terminal histone-binding
MS3_08775	IPR011417	AP180 N-terminal homology (ANTH) domain
MS3_08776	IPR004843	Calcineurin-like phosphoesterase domain, ApaH type
MS3_08776	IPR031675	Serine-threonine protein phosphatase, N-terminal
MS3_08779	IPR012920	Ribosomal RNA methyltransferase, Spb1, C-terminal
MS3_08784	IPR000175	Sodium:neurotransmitter symporter
MS3_08785	IPR001611	Leucine-rich repeat
MS3_08786	IPR000061	SWAP/Surp
MS3_08786	IPR022030	Splicing factor 3A subunit 1
MS3_08787	IPR001680	WD40 repeat
MS3_08787	IPR012952	BING4, C-terminal domain
MS3_08794	IPR001774	Delta/Serrate/lag-2 (DSL) protein
MS3_08795	IPR002699	ATPase, V1 complex, subunit D
MS3_08797	IPR001108	Peptidase A22A, presenilin
MS3_08799	IPR001978	Troponin
MS3_08800	IPR000988	Ribosomal protein L24e-related
MS3_08802	IPR011893	Selenoprotein, Rdx type
MS3_08803	IPR001214	SET domain
MS3_08804	IPR002121	HRDC domain
MS3_08804	IPR011545	DEAD/DEAH box helicase domain
MS3_08804	IPR018982	RQC domain
MS3_08804	IPR032284	ATP-dependent DNA helicase RecQ, zinc-binding domain
MS3_08805	IPR006594	LIS1 homology motif
MS3_08805	IPR024964	CTLH/CRA C-terminal to LisH motif domain
MS3_08806	IPR003877	SPRY domain
MS3_08806	IPR018979	FERM, N-terminal
MS3_08806	IPR018980	FERM, C-terminal PH-like domain
MS3_08806	IPR019748	FERM central domain
MS3_08807	IPR004843	Calcineurin-like phosphoesterase domain, ApaH type
MS3_08807	IPR022226	Protein of unknown function DUF3752
MS3_08808	IPR001353	Proteasome, subunit alpha/beta
MS3_08810	IPR006797	PRELI/MSF1 domain
MS3_08811	IPR002136	Ribosomal protein L4/L1e
MS3_08811	IPR025755	60S ribosomal protein L4, C-terminal domain
MS3_08812	IPR006671	Cyclin, N-terminal
MS3_08815	IPR032443	RAWUL domain
MS3_08817	IPR019265	Protein of unknown function UPF0568
MS3_08818	IPR000644	CBS domain
MS3_08818	IPR001807	Chloride channel, voltage gated
MS3_08819	IPR009269	NF-kappa-B-activating protein
MS3_08821	IPR012978	Uncharacterised domain NUC173
MS3_08822	IPR005631	Flavinator of succinate dehydrogenase
MS3_08823	IPR009445	Protein of unknown function DUF1077, TMEM85
MS3_08826	IPR013149	Alcohol dehydrogenase, C-terminal
MS3_08826	IPR013154	Alcohol dehydrogenase, N-terminal
MS3_08828	IPR024372	Proteasome component Ecm29
MS3_08829	IPR002048	EF-hand domain
MS3_08832	IPR007266	Endoplasmic reticulum oxidoreductin 1
MS3_08834	IPR001005	SANT/Myb domain
MS3_08835	IPR033771	Rrp44-like cold shock domain
MS3_08837	IPR005301	MOB kinase activator family
MS3_08838	IPR001753	Crotonase superfamily
MS3_08839	IPR000915	60S ribosomal protein L6E
MS3_08840	IPR022775	AP complex, mu/sigma subunit
MS3_08841	IPR000210	BTB/POZ domain
MS3_08841	IPR006652	Kelch repeat type 1
MS3_08841	IPR011705	BTB/Kelch-associated
MS3_08842	IPR022043	Chromatin assembly factor 1 subunit A
MS3_08843	IPR007860	DNA mismatch repair protein MutS, connector domain
MS3_08845	IPR005821	Ion transport domain
MS3_08847	IPR002017	Spectrin repeat
MS3_08848	IPR007204	Actin-related protein 2/3 complex subunit 3
MS3_08849	IPR000504	RNA recognition motif domain
MS3_08850	IPR002809	Integral membrane protein EMC3/TMCO1-like
MS3_08851	IPR002347	Short-chain dehydrogenase/reductase SDR
MS3_08853	IPR002347	Short-chain dehydrogenase/reductase SDR
MS3_08855	IPR000719	Protein kinase domain
MS3_08856	IPR000276	G protein-coupled receptor, rhodopsin-like
MS3_08857	IPR006671	Cyclin, N-terminal
MS3_08861	IPR010378	Protein of unknown function DUF974
MS3_08861	IPR024662	Trafficking protein particle complex II-specific subunit 65
MS3_08862	IPR002657	Bile acid:sodium symporter/arsenical resistance protein  Acr3
MS3_08864	IPR021629	Mediator complex, subunit Med23
MS3_08866	IPR004177	DDHD domain
MS3_08868	IPR002937	Amine oxidase
MS3_08869	IPR000409	BEACH domain
MS3_08869	IPR023362	PH-BEACH domain
MS3_08874	IPR000898	Indoleamine 2,3-dioxygenase
MS3_08877	IPR000504	RNA recognition motif domain
MS3_08877	IPR032296	Cytoplasmic polyadenylation element-binding protein, ZZ domain
MS3_08879	IPR025875	Leucine rich repeat 4
MS3_08880	IPR013149	Alcohol dehydrogenase, C-terminal
MS3_08880	IPR013154	Alcohol dehydrogenase, N-terminal
MS3_08881	IPR021419	Mediator complex, subunit Med25, von Willebrand factor type A
MS3_08882	IPR011701	Major facilitator superfamily
MS3_08884	IPR015883	Glycoside hydrolase family 20, catalytic domain
MS3_08884	IPR029019	Beta-hexosaminidase, eukaryotic type, N-terminal
MS3_08886	IPR002017	Spectrin repeat
MS3_08887	IPR003323	OTU domain
MS3_08889	IPR018108	Mitochondrial substrate/solute carrier
MS3_08889	IPR019734	Tetratricopeptide repeat
MS3_08890	IPR002423	Chaperonin Cpn60/TCP-1 family
MS3_08890	IPR002498	Phosphatidylinositol-4-phosphate 5-kinase, core
MS3_08891	IPR018108	Mitochondrial substrate/solute carrier
MS3_08892	IPR019734	Tetratricopeptide repeat
MS3_08893	IPR004299	Membrane bound O-acyl transferase, MBOAT
MS3_08894	IPR004353	Vacuolar fusion protein Mon1
MS3_08894	IPR004859	Putative 5-3 exonuclease
MS3_08895	IPR008145	Guanylate kinase/L-type calcium channel beta subunit
MS3_08895	IPR011511	Variant SH3 domain
MS3_08897	IPR026541	MRG domain
MS3_08898	IPR004012	RUN domain
MS3_08899	IPR001478	PDZ domain
MS3_08899	IPR008145	Guanylate kinase/L-type calcium channel beta subunit
MS3_08899	IPR011511	Variant SH3 domain
MS3_08900	IPR001202	WW domain
MS3_08900	IPR003103	BAG domain
MS3_08901	IPR001173	Glycosyltransferase 2-like
MS3_08903	IPR002504	NAD kinase
MS3_08904	IPR001763	Rhodanese-like domain
MS3_08906	IPR000306	FYVE zinc finger
MS3_08906	IPR015390	Rabaptin, GTPase-Rab5 binding domain
MS3_08907	IPR001952	Alkaline phosphatase
MS3_08908	IPR001952	Alkaline phosphatase
MS3_08913	IPR019536	Usher syndrome type-1C protein-binding protein 1, PDZ domain
MS3_08916	IPR007109	Brix domain
MS3_08919	IPR011016	Zinc finger, RING-CH-type
MS3_08920	IPR025929	Insulin-induced protein family
MS3_08921	IPR003395	RecF/RecN/SMC, N-terminal
MS3_08921	IPR010935	SMCs flexible hinge
MS3_08922	IPR003395	RecF/RecN/SMC, N-terminal
MS3_08923	IPR001568	Ribonuclease T2-like
MS3_08924	IPR000719	Protein kinase domain
MS3_08925	IPR015590	Aldehyde dehydrogenase domain
MS3_08926	IPR002423	Chaperonin Cpn60/TCP-1 family
MS3_08928	IPR032640	AMP-activated protein kinase, glycogen-binding domain
MS3_08929	IPR010889	Protein of unknown function DUF1515
MS3_08929	IPR014038	Translation elongation factor EF1B, beta/delta subunit, guanine nucleotide exchange domain
MS3_08929	IPR018940	Elongation factor 1 beta central acidic region, eukaryote
MS3_08930	IPR001300	Peptidase C2, calpain, catalytic domain
MS3_08930	IPR022682	Peptidase C2, calpain, large subunit, domain III
MS3_08931	IPR001300	Peptidase C2, calpain, catalytic domain
MS3_08932	IPR001132	SMAD domain, Dwarfin-type
MS3_08937	IPR015793	Pyruvate kinase, barrel
MS3_08937	IPR015795	Pyruvate kinase, C-terminal
MS3_08938	IPR013134	RAD50, zinc hook
MS3_08940	IPR001609	Myosin head, motor domain
MS3_08946	IPR007594	RFT1
MS3_08948	IPR007085	DNA/pantothenate metabolism flavoprotein, C-terminal
MS3_08949	IPR000156	Ran binding domain
MS3_08951	IPR001578	Peptidase C12, ubiquitin carboxyl-terminal hydrolase
MS3_08953	IPR008628	Golgi phosphoprotein 3-like
MS3_08954	IPR006680	Amidohydrolase-related
MS3_08957	IPR019787	Zinc finger, PHD-finger
MS3_08959	IPR001873	Epithelial sodium channel
MS3_08961	IPR004364	Aminoacyl-tRNA synthetase, class II (D/K/N)
MS3_08961	IPR004365	OB-fold nucleic acid binding domain, AA-tRNA synthetase-type
MS3_08962	IPR013167	Conserved oligomeric Golgi complex, subunit 4
MS3_08965	IPR001478	PDZ domain
MS3_08966	IPR006155	Josephin domain
MS3_08968	IPR014782	Peptidase M1, membrane alanine aminopeptidase, N-terminal
MS3_08968	IPR024571	ERAP1-like C-terminal domain
MS3_08969	IPR000719	Protein kinase domain
MS3_08970	IPR007229	Nicotinate phosphoribosyltransferase family
MS3_08971	IPR007229	Nicotinate phosphoribosyltransferase family
MS3_08972	IPR020683	Ankyrin repeat-containing domain
MS3_08975	IPR001623	DnaJ domain
MS3_08976	IPR019442	Domain of unknown function DUF2428, death-receptor-like
MS3_08978	IPR000408	Regulator of chromosome condensation, RCC1
MS3_08981	IPR000719	Protein kinase domain
MS3_08982	IPR003307	W2 domain
MS3_08982	IPR003890	MIF4G-like, type 3
MS3_08987	IPR000697	WH1/EVH1 domain
MS3_08987	IPR014885	VASP tetramerisation
MS3_08989	IPR024964	CTLH/CRA C-terminal to LisH motif domain
MS3_08990	IPR009360	Pre-mRNA-splicing factor Isy1
MS3_08992	IPR001611	Leucine-rich repeat
MS3_08992	IPR025875	Leucine rich repeat 4
MS3_08993	IPR001503	Glycosyl transferase family 10
MS3_08995	IPR000836	Phosphoribosyltransferase domain
MS3_08996	IPR003204	Cytochrome c oxidase, subunit Va/VI
MS3_08997	IPR002049	Laminin EGF domain
MS3_08997	IPR008211	Laminin, N-terminal
MS3_08998	IPR000358	Ribonucleotide reductase small subunit family
MS3_08999	IPR001388	Synaptobrevin
MS3_09000	IPR005024	Snf7 family
MS3_09001	IPR000198	Rho GTPase-activating protein domain
MS3_09002	IPR010304	Survival motor neuron
MS3_09003	IPR000608	Ubiquitin-conjugating enzyme E2
MS3_09004	IPR001494	Importin-beta, N-terminal domain
MS3_09004	IPR013598	Exportin-1/Importin-beta-like
MS3_09007	IPR001680	WD40 repeat
MS3_09007	IPR024977	Anaphase-promoting complex subunit 4, WD40 domain
MS3_09013	IPR010678	Digestive organ expansion factor, predicted
MS3_09014	IPR004140	Exocyst complex component Exo70
MS3_09015	IPR001269	tRNA-dihydrouridine synthase
MS3_09017	IPR002833	Peptidyl-tRNA hydrolase, PTH2
MS3_09019	IPR011021	Arrestin-like, N-terminal
MS3_09020	IPR019194	Transcription elognation factor  Eaf, N-terminal
MS3_09021	IPR025956	Cytoplasmic dynein 1 intermediate chain 1/2
MS3_09025	IPR018782	Essential MCU regulator, mitochondrial
MS3_09027	IPR028939	Pyrroline-5-carboxylate reductase, catalytic, N-terminal
MS3_09028	IPR000998	MAM domain
MS3_09029	IPR000198	Rho GTPase-activating protein domain
MS3_09029	IPR000980	SH2 domain
MS3_09029	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain
MS3_09032	IPR013176	Protein of unknown function DUF1712, fungi
MS3_09033	IPR019322	Mitochondrial import inner membrane translocase subunit Tim29
MS3_09033	IPR019481	Transcription factor TFIIIC, tau55-related
MS3_09034	IPR001584	Integrase, catalytic core
MS3_09035	IPR019322	Mitochondrial import inner membrane translocase subunit Tim29
MS3_09037	IPR019384	Retinoic acid induced 16-like protein
MS3_09039	IPR019734	Tetratricopeptide repeat
MS3_09040	IPR031631	Glycosyl hydrolase family 63, N-terminal
MS3_09041	IPR001148	Alpha carbonic anhydrase
MS3_09042	IPR031335	Glycosyl hydrolase family 63, C-terminal
MS3_09043	IPR001148	Alpha carbonic anhydrase
MS3_09044	IPR001148	Alpha carbonic anhydrase
MS3_09046	IPR001841	Zinc finger, RING-type
MS3_09047	IPR012462	Peptidase C78, ubiquitin fold modifier-specific peptidase 1/ 2
MS3_09049	IPR022042	snRNA-activating protein complex, subunit 3
MS3_09049	IPR022214	Mitotic-spindle organizing protein 1
MS3_09050	IPR002553	Clathrin/coatomer adaptor, adaptin-like, N-terminal
MS3_09050	IPR013040	Coatomer, gamma subunit, appendage, Ig-like subdomain
MS3_09050	IPR025723	Anion-transporting ATPase-like domain
MS3_09050	IPR032154	Coatomer subunit gamma, C-terminal
MS3_09052	IPR006073	GTP binding domain
MS3_09056	IPR006722	Trafficking protein particle complex subunit 2
MS3_09061	IPR009071	High mobility group box domain
MS3_09064	IPR000504	RNA recognition motif domain
MS3_09069	IPR000276	G protein-coupled receptor, rhodopsin-like
MS3_09070	IPR001952	Alkaline phosphatase
MS3_09071	IPR012445	Autophagy-related protein 101
MS3_09073	IPR003386	Lecithin:cholesterol/phospholipid:diacylglycerol acyltransferase
MS3_09074	IPR000407	Nucleoside phosphatase GDA1/CD39
MS3_09076	IPR000407	Nucleoside phosphatase GDA1/CD39
MS3_09077	IPR000407	Nucleoside phosphatase GDA1/CD39
MS3_09080	IPR000276	G protein-coupled receptor, rhodopsin-like
MS3_09082	IPR000219	Dbl homology (DH) domain
MS3_09083	IPR000608	Ubiquitin-conjugating enzyme E2
MS3_09086	IPR002495	Glycosyl transferase, family 8
MS3_09087	IPR001365	Adenosine/AMP deaminase domain
MS3_09089	IPR001650	Helicase, C-terminal
MS3_09089	IPR011545	DEAD/DEAH box helicase domain
MS3_09090	IPR003732	D-aminoacyl-tRNA deacylase DTD
